time,prey,predator
3.170792698174543744e+01,1.226135009327283143e+00,6.227167425674160484e+00
3.175793948487121909e+01,1.250432704746718748e+00,6.152346670076659585e+00
3.180795198799700074e+01,1.275668829462182297e+00,6.078758327063467526e+00
3.185796449112278239e+01,1.301872334450955515e+00,6.006391491218542988e+00
3.190797699424856404e+01,1.329073327704336727e+00,5.935235468392637159e+00
3.195798949737434569e+01,1.357303110959878323e+00,5.865279773325999813e+00
3.200800200050012734e+01,1.386594242279982403e+00,5.796514135208545859e+00
3.205801450362590543e+01,1.416980536175990402e+00,5.728928497696538891e+00
3.210802700675169064e+01,1.448497069768546863e+00,5.662513019749515486e+00
3.215803950987746873e+01,1.481180252183254886e+00,5.597258088182239355e+00
3.220805201300325393e+01,1.515067825129614354e+00,5.533154317491965735e+00
3.225806451612903203e+01,1.550198945096796566e+00,5.470192552274249387e+00
3.230807701925481723e+01,1.586614200900210880e+00,5.408363868773275129e+00
3.235808952238059533e+01,1.624355616496960364e+00,5.347659575188878911e+00
3.240810202550638053e+01,1.663466706180310117e+00,5.288071219677548562e+00
3.245811452863215862e+01,1.703992490774121071e+00,5.229590592457293852e+00
3.250812703175794383e+01,1.745979570838628092e+00,5.172209727154539749e+00
3.255813953488372192e+01,1.789476146350508223e+00,5.115920902134937442e+00
3.260815203800950712e+01,1.834532025565080771e+00,5.060716641487307044e+00
3.265816454113528522e+01,1.881198671082564111e+00,5.006589721749522326e+00
3.270817704426106332e+01,1.929529225725624464e+00,4.953533172037460908e+00
3.275818954738684852e+01,1.979578573811076048e+00,4.901540276306105781e+00
3.280820205051262661e+01,2.031403346485135319e+00,4.850604573740993963e+00
3.285821455363841181e+01,2.085061947047031961e+00,4.800719862227648349e+00
3.290822705676418991e+01,2.140614570617467738e+00,4.751880201015709737e+00
3.295823955988997511e+01,2.198123255772024276e+00,4.704079912031583710e+00
3.300825206301575321e+01,2.257651902149415246e+00,4.657313580975276146e+00
3.305826456614153841e+01,2.319266278448351759e+00,4.611576058898185337e+00
3.310827706926731651e+01,2.383034033467820390e+00,4.566862465160618001e+00
3.315828957239310171e+01,2.449024724910528583e+00,4.523168188391291977e+00
3.320830207551887980e+01,2.517309838622581175e+00,4.480488888064341424e+00
3.325831457864466500e+01,2.587962786993094788e+00,4.438820495429828483e+00
3.330832708177044310e+01,2.661058898306804643e+00,4.398159215480222706e+00
3.335833958489622830e+01,2.736675424168337756e+00,4.358501528077113107e+00
3.340835208802200640e+01,2.814891545147113483e+00,4.319844189600230422e+00
3.345836459114779160e+01,2.895788357314744044e+00,4.282184233612230884e+00
3.350837709427356970e+01,2.979448832223599020e+00,4.245518971521604179e+00
3.355838959739934779e+01,3.065957796094624488e+00,4.209845994061655716e+00
3.360840210052513299e+01,3.155401915880133856e+00,4.175163172773385334e+00
3.365841460365091109e+01,3.247869660410133807e+00,4.141468660312335182e+00
3.370842710677669629e+01,3.343451227610739540e+00,4.108760889727683718e+00
3.375843960990247439e+01,3.442238479662468986e+00,4.077038576594743446e+00
3.380845211302825959e+01,3.544324912689877483e+00,4.046300720082436797e+00
3.385846461615403769e+01,3.649805569356200596e+00,4.016546602320062220e+00
3.390847711927982289e+01,3.758776928523078542e+00,3.987775786879514950e+00
3.395848962240560098e+01,3.871336782637526230e+00,3.959988121473026812e+00
3.400850212553138618e+01,3.987584193930111987e+00,3.933183738453213785e+00
3.405851462865716428e+01,4.107619332368826370e+00,3.907363052358565625e+00
3.410852713178294948e+01,4.231543311871205582e+00,3.882526758831395863e+00
3.415853963490872758e+01,4.359458017450984713e+00,3.858675837350930671e+00
3.420855213803451278e+01,4.491466030506948925e+00,3.835811550891220278e+00
3.425856464116029088e+01,4.627670374823090071e+00,3.813935441085912537e+00
3.430857714428607608e+01,4.768174274972296622e+00,3.793049328892690308e+00
3.435858964741185417e+01,4.913080963565207959e+00,3.773155316698698414e+00
3.440860215053763937e+01,5.062493519303191469e+00,3.754255786359214309e+00
3.445861465366341747e+01,5.216514544147535126e+00,3.736353392652524086e+00
3.450862715678919557e+01,5.375245799547712977e+00,3.719451066114097593e+00
3.455863965991498077e+01,5.538788034262831061e+00,3.703552014135217174e+00
3.460865216304075886e+01,5.707240678580481230e+00,3.688659716164595537e+00
3.465866466616654407e+01,5.880701463530533246e+00,3.674777917517273451e+00
3.470867716929232216e+01,6.059265932515006448e+00,3.661910633455430997e+00
3.475868967241810736e+01,6.243027292370274317e+00,3.650062149323680227e+00
3.480870217554388546e+01,6.432075950423373101e+00,3.639237012251204995e+00
3.485871467866967066e+01,6.626499050380484590e+00,3.629440026947103437e+00
3.490872718179544876e+01,6.826379910535591122e+00,3.620676260162865034e+00
3.495873968492123396e+01,7.031797865383192736e+00,3.612951039946870058e+00
3.500875218804701205e+01,7.242827663524741055e+00,3.606269944076428313e+00
3.505876469117279726e+01,7.459538922637663383e+00,3.600638798160663789e+00
3.510877719429857535e+01,7.681995512788803993e+00,3.596063680295278342e+00
3.515878969742436055e+01,7.910255385951988849e+00,3.592550919855409752e+00
3.520880220055013865e+01,8.144369870378753262e+00,3.590107083416309131e+00
3.525881470367592385e+01,8.384383086442211308e+00,3.588738973816699485e+00
3.530882720680170195e+01,8.630331245551468911e+00,3.588453635794480512e+00
3.535883970992748004e+01,8.882242511219862635e+00,3.589258355242083365e+00
3.540885221305326525e+01,9.140136240158977188e+00,3.591160644367954013e+00
3.545886471617904334e+01,9.404022454392782393e+00,3.594168237508291064e+00
3.550887721930482854e+01,9.673900999310216520e+00,3.598289099916646805e+00
3.555888972243060664e+01,9.949761444293802271e+00,3.603531428023204697e+00
3.560890222555639184e+01,1.023158245215935125e+01,3.609903639731693037e+00
3.565891472868216994e+01,1.051933129875303941e+01,3.617414357932707603e+00
3.570892723180795514e+01,1.081296305335628105e+01,3.626072424316519438e+00
3.575893973493373323e+01,1.111242028275568394e+01,3.635886901933830462e+00
3.580895223805951844e+01,1.141763295351713126e+01,3.646867074429709810e+00
3.585896474118529653e+01,1.172851767843189208e+01,3.659022426303687237e+00
3.590897724431108173e+01,1.204497750939006195e+01,3.672362637456283885e+00
3.595898974743685983e+01,1.236690134238212835e+01,3.686897600602959013e+00
3.600900225056264503e+01,1.269416383993988440e+01,3.702637422176058291e+00
3.605901475368842313e+01,1.302662541302356125e+01,3.719592421897830015e+00
3.610902725681420833e+01,1.336413179724530131e+01,3.737773113327457875e+00
3.615903975993998642e+01,1.370651386962462404e+01,3.757190193714702087e+00
3.620905226306576452e+01,1.405358781830579673e+01,3.777854567515907203e+00
3.625906476619154972e+01,1.440515513700387018e+01,3.799777348327340043e+00
3.630907726931732782e+01,1.476100262500452942e+01,3.822969858885175931e+00
3.635908977244311302e+01,1.512090263094301612e+01,3.847443622334919322e+00
3.640910227556889112e+01,1.548461300388629702e+01,3.873210339323377216e+00
3.645911477869467632e+01,1.585187773526035571e+01,3.900281911955480130e+00
3.650912728182045441e+01,1.622242762324225396e+01,3.928670449607347237e+00
3.655913978494623962e+01,1.659598027446593349e+01,3.958388268915253416e+00
3.660915228807201771e+01,1.697224046215694671e+01,3.989447890780001060e+00
3.665916479119780291e+01,1.735090108350650340e+01,4.021862021879096361e+00
3.670917729432358101e+01,1.773164361649096321e+01,4.055643568102135887e+00
3.675918979744936621e+01,1.811413969648754119e+01,4.090805643205645659e+00
3.680920230057514431e+01,1.849805118766541412e+01,4.127361568759685184e+00
3.685921480370092951e+01,1.888303067063687024e+01,4.165324872312027971e+00
3.690922730682670760e+01,1.926872300753301914e+01,4.204709275637004140e+00
3.695923980995249281e+01,1.965476598957931387e+01,4.245528703286900907e+00
3.700925231307827090e+01,2.004079238232642268e+01,4.287797288322412470e+00
3.705926481620405610e+01,2.042643002768411264e+01,4.331529372279607770e+00
3.710927731932983420e+01,2.081130250624771350e+01,4.376739503463805470e+00
3.715928982245561230e+01,2.119503102636481628e+01,4.423442429920748431e+00
3.720930232558139750e+01,2.157723520918490578e+01,4.471653104846399884e+00
3.725931482870717559e+01,2.195753527358131052e+01,4.521386687395490434e+00
3.730932733183296079e+01,2.233555212029508397e+01,4.572658542584961516e+00
3.735933983495873889e+01,2.271090799752144207e+01,4.625484239407634313e+00
3.740935233808452409e+01,2.308322854105850297e+01,4.679879546605566709e+00
3.745936484121030219e+01,2.345214337391787751e+01,4.735860434344171033e+00
3.750937734433608739e+01,2.381728820669992075e+01,4.793443068809936314e+00
3.755938984746186549e+01,2.417830492791527774e+01,4.852643811949316266e+00
3.760940235058765069e+01,2.453484199492552520e+01,4.913479219434129242e+00
3.765941485371342878e+01,2.488655639388020546e+01,4.975966035680425392e+00
3.770942735683921399e+01,2.523311386289283220e+01,5.040121194259373993e+00
3.775943985996499208e+01,2.557419060210627748e+01,5.105961802819887652e+00
3.780945236309077728e+01,2.590947342749499072e+01,5.173505141976138866e+00
3.785946486621655538e+01,2.623865986069855438e+01,5.242768663951508756e+00
3.790947736934234058e+01,2.656145944144580184e+01,5.313769981627874728e+00
3.795948987246811868e+01,2.687759393983277789e+01,5.386526873072997823e+00
3.800950237559389677e+01,2.718679815118209575e+01,5.461057252924347516e+00
3.805951487871968197e+01,2.748882012376837380e+01,5.537379167037523864e+00
3.810952738184546007e+01,2.778342115894395548e+01,5.615510792468078272e+00
3.815953988497124527e+01,2.807037609365223929e+01,5.695470420814004342e+00
3.820955238809702337e+01,2.834947376524823071e+01,5.777276461291481091e+00
3.825956489122280857e+01,2.862051679319276332e+01,5.860947409413938658e+00
3.830957739434858667e+01,2.888332160298489626e+01,5.946501823228551586e+00
3.835958989747437187e+01,2.913771842616221619e+01,6.033958323316332084e+00
3.840960240060014996e+01,2.938355120689044142e+01,6.123335584930455155e+00
3.845961490372593516e+01,2.962067731027341111e+01,6.214652307762227323e+00
3.850962740685171326e+01,2.984896761165865442e+01,6.307927224357322338e+00
3.855963990997749846e+01,3.006830553164524744e+01,6.403179029536838485e+00
3.860965241310327656e+01,3.027858694060313027e+01,6.500426372998114211e+00
3.865966491622906176e+01,3.047972015867334861e+01,6.599687859314840033e+00
3.870967741935483986e+01,3.067162547533154182e+01,6.700982019702084180e+00
3.875968992248062506e+01,3.085423441671897749e+01,6.804327281769777080e+00
3.880970242560640315e+01,3.102748981297964193e+01,6.909741970591715798e+00
3.885971492873218125e+01,3.119134418491263716e+01,7.017244200933724585e+00
3.890972743185796645e+01,3.134575968694150561e+01,7.126851873624859834e+00
3.895973993498374455e+01,3.149070810711415547e+01,7.238582675557369228e+00
3.900975243810952975e+01,3.162617062721220407e+01,7.352454060806489444e+00
3.905976494123530784e+01,3.175213583244001114e+01,7.468483122975770883e+00
3.910977744436109305e+01,3.186860138763725203e+01,7.586686758530854391e+00
3.915978994748687114e+01,3.197557145680429613e+01,7.707081420445950570e+00
3.920980245061265634e+01,3.207305608736631086e+01,7.829683064747781529e+00
3.925981495373843444e+01,3.216107121017314086e+01,7.954507150515451208e+00
3.930982745686421964e+01,3.223963863949941100e+01,8.081568639880577720e+00
3.935983995998999774e+01,3.230878607304440919e+01,8.210881998027158346e+00
3.940985246311578294e+01,3.236854609691964413e+01,8.342461090287040193e+00
3.945986496624156104e+01,3.241895423926435171e+01,8.476319028948557488e+00
3.950987746936734624e+01,3.246005039453081054e+01,8.612468273127827700e+00
3.955988997249312433e+01,3.249187711456331584e+01,8.750920387554719682e+00
3.960990247561890953e+01,3.251447954160132525e+01,8.891686034635315039e+00
3.965991497874468763e+01,3.252790540827943033e+01,9.034774974451744711e+00
3.970992748187047283e+01,3.253220496093691594e+01,9.180196047046511154e+00
3.975993998499625093e+01,3.252742964736378184e+01,9.327956922595525668e+00
3.980995248812202902e+01,3.251363248521362692e+01,9.478064236443650259e+00
3.985996499124781423e+01,3.249086731980255394e+01,9.630523299810377580e+00
3.990997749437359232e+01,3.245918848782999788e+01,9.785338006618369278e+00
3.995998999749937752e+01,3.241865081737864784e+01,9.942510833493603428e+00
4.001000250062515562e+01,3.236930962791451805e+01,1.010204283976520401e+01
4.006001500375094082e+01,3.231122038694184084e+01,1.026393349681475975e+01
4.011002750687671892e+01,3.224443813217806110e+01,1.042818052045059218e+01
4.016004001000250412e+01,3.216901773196827463e+01,1.059477987826119971e+01
4.021005251312828221e+01,3.208501347221285727e+01,1.076372545457355834e+01
4.026006501625406742e+01,3.199247904885233851e+01,1.093500904576555754e+01
4.031007751937984551e+01,3.189146756786751524e+01,1.110862036026580490e+01
4.036009002250563071e+01,3.178203151107462432e+01,1.128454691235504903e+01
4.041010252563140881e+01,3.166422249649188814e+01,1.146277366798460484e+01
4.046011502875719401e+01,3.153809136718681572e+01,1.164328317650643463e+01
4.051012753188297211e+01,3.140368823751748906e+01,1.182605509563901869e+01
4.056014003500875731e+01,3.126106248875138860e+01,1.201106615255488208e+01
4.061015253813453540e+01,3.111026276906555310e+01,1.219829014388038857e+01
4.066016504126031350e+01,3.095133704135836794e+01,1.238769785788199229e+01
4.071017754438609870e+01,3.078433281405585475e+01,1.257925658947608838e+01
4.076019004751187680e+01,3.060929702050302126e+01,1.277293032370006642e+01
4.081020255063766200e+01,3.042627649655688771e+01,1.296867916484532302e+01
4.086021505376344010e+01,3.023531804439395998e+01,1.316645924758611130e+01
4.091022755688922530e+01,3.003646843251003418e+01,1.336622273697977192e+01
4.096024006001500339e+01,2.982977446810634348e+01,1.356791776876211664e+01
4.101025256314078860e+01,2.961528367143512241e+01,1.377148785352736482e+01
4.106026506626656669e+01,2.939304400815859708e+01,1.397687207260931253e+01
4.111027756939235189e+01,2.916310474478124348e+01,1.418400445055818970e+01
4.116029007251812999e+01,2.892551663611853385e+01,1.439281380855842585e+01
4.121030257564391519e+01,2.868033192529667019e+01,1.460322376442888448e+01
4.126031507876969329e+01,2.842760442256208009e+01,1.481515268706434618e+01
4.131032758189547849e+01,2.816739060473078382e+01,1.502851302192891048e+01
4.136034008502125658e+01,2.789974925407543438e+01,1.524321145734080396e+01
4.141035258814704179e+01,2.762474266183435390e+01,1.545914830412898944e+01
4.146036509127281988e+01,2.734243698699279435e+01,1.567621729824822374e+01
4.151037759439859798e+01,2.705290225628266754e+01,1.589430560077927090e+01
4.156039009752438318e+01,2.675621243745277411e+01,1.611329376798676094e+01
4.161040260065016128e+01,2.645244695741494212e+01,1.633305506866457435e+01
4.166041510377594648e+01,2.614169030084111256e+01,1.655345555914460931e+01
4.171042760690172457e+01,2.582403350712277046e+01,1.677435359629615874e+01
4.176044011002750977e+01,2.549957475788459149e+01,1.699559961765977434e+01
4.181045261315328787e+01,2.516841937698481857e+01,1.721703614144700722e+01
4.186046511627907307e+01,2.483067986826196361e+01,1.743849775815218095e+01
4.191047761940485117e+01,2.448647774244133046e+01,1.765981061663946505e+01
4.196049012253063637e+01,2.413594331038648733e+01,1.788079225471051359e+01
4.201050262565641447e+01,2.377921713506701096e+01,1.810125151154798573e+01
4.206051512878219967e+01,2.341645097915008833e+01,1.832098836861294444e+01
4.211052763190797776e+01,2.304780780500091453e+01,1.853979394964457228e+01
4.216054013503376297e+01,2.267346177468228419e+01,1.875745052066044849e+01
4.221055263815954106e+01,2.229359972362394515e+01,1.897373144529519351e+01
4.226056514128532626e+01,2.190842219557125503e+01,1.918840069172450313e+01
4.231057764441110436e+01,2.151814368630476437e+01,1.940121330044260262e+01
4.236059014753688956e+01,2.112299403354317207e+01,1.961191567552701187e+01
4.241060265066266766e+01,2.072321841736065196e+01,1.982024558467398734e+01
4.246061515378844575e+01,2.031907736018644428e+01,2.002593215919874936e+01
4.251062765691423095e+01,1.991084748062737120e+01,2.022869621187758682e+01
4.256064016004000905e+01,1.949882328817625421e+01,2.042825056226368474e+01
4.261065266316579425e+01,1.908331649406789410e+01,2.062430058581862369e+01
4.266066516629157235e+01,1.866465657813508017e+01,2.081654511686687670e+01
4.271067766941735755e+01,1.824319080347877531e+01,2.100467645956693019e+01
4.276069017254313565e+01,1.781928429224116073e+01,2.118838114395243721e+01
4.281070267566892085e+01,1.739332077604606397e+01,2.136734053207274897e+01
4.286071517879469894e+01,1.696570168153824909e+01,2.154123233306360419e+01
4.291072768192048414e+01,1.653684558131807947e+01,2.170973198581856778e+01
4.296074018504626224e+01,1.610718819105749944e+01,2.187251266451585963e+01
4.301075268817204744e+01,1.567718154281430643e+01,2.202924681136658691e+01
4.306076519129782554e+01,1.524729362305691360e+01,2.217960752661028678e+01
4.311077769442361074e+01,1.481800592937111816e+01,2.232327090633618383e+01
4.316079019754938884e+01,1.438981228898082776e+01,2.245991740771542311e+01
4.321080270067517404e+01,1.396321842074367403e+01,2.258923227562720015e+01
4.326081520380095213e+01,1.353873935125890071e+01,2.271090840610174766e+01
4.331082770692673023e+01,1.311689729610023925e+01,2.282464811953584771e+01
4.336084021005251543e+01,1.269821799851783339e+01,2.293016594428141275e+01
4.341085271317829353e+01,1.228323017025937602e+01,2.302718905428010387e+01
4.346086521630407873e+01,1.187246199897793275e+01,2.311546000130671175e+01
4.351087771942985682e+01,1.146643796057096587e+01,2.319473896904599997e+01
4.356089022255564203e+01,1.106567426400522791e+01,2.326480641949708428e+01
4.361090272568142012e+01,1.067067779309770792e+01,2.332546373742392731e+01
4.366091522880720532e+01,1.028194194590397714e+01,2.337653578311028824e+01
4.371092773193298342e+01,9.899942711947618434e+00,2.341787295153378423e+01
4.376094023505876862e+01,9.525134624330080513e+00,2.344935291752709716e+01
4.381095273818454672e+01,9.157949416586792069e+00,2.347088123467693066e+01
4.386096524131033192e+01,8.798791551979208592e+00,2.348239339662253400e+01
4.391097774443611002e+01,8.448034911812614567e+00,2.348385571687952122e+01
4.396099024756189522e+01,8.106020518829414101e+00,2.347526584561549257e+01
4.401100275068767331e+01,7.773054706286353088e+00,2.345665316195865202e+01
4.406101525381345851e+01,7.449406132902032240e+00,2.342807933208225535e+01
4.411102775693923661e+01,7.135304312824708006e+00,2.338963753781210286e+01
4.416104026006501471e+01,6.830939042814287099e+00,2.334145220112418428e+01
4.421105276319079991e+01,6.536459013692851983e+00,2.328367839285296625e+01
4.426106526631657800e+01,6.251971764548700961e+00,2.321650023019867604e+01
4.431107776944236321e+01,5.977544256827285629e+00,2.314012928112126843e+01
4.436109027256814130e+01,5.713203334412876977e+00,2.305480340154504404e+01
4.441110277569392650e+01,5.458936224277246119e+00,2.296078486402628371e+01
4.446111527881970460e+01,5.214693617349025700e+00,2.285835689225529421e+01
4.451112778194548980e+01,4.980390733923612423e+00,2.274782245470483488e+01
4.456114028507126790e+01,4.755909273258483339e+00,2.262950191043297110e+01
4.461115278819705310e+01,4.541099894582060870e+00,2.250373021100033455e+01
4.466116529132283119e+01,4.335786723372335949e+00,2.237085318234166209e+01
4.471117779444861640e+01,4.139768325850972097e+00,2.223122666770167299e+01
4.476119029757439449e+01,3.952820928504677145e+00,2.208521348514912219e+01
4.481120280070017969e+01,3.774702143609742766e+00,2.193318043863880362e+01
4.486121530382595779e+01,3.605154109353470915e+00,2.177549613607063961e+01
4.491122780695174299e+01,3.443905436488965410e+00,2.161252942388839671e+01
4.496124031007752109e+01,3.290674516556524765e+00,2.144464679488504899e+01
4.501125281320330629e+01,3.145172894050819679e+00,2.127221031135712082e+01
4.506126531632908438e+01,3.007106675104781246e+00,2.109557665216777522e+01
4.511127781945486248e+01,2.876179281977678137e+00,2.091509511826414780e+01
4.516129032258064768e+01,2.752093956334282776e+00,2.073110628458940852e+01
4.521130282570642578e+01,2.634555126058676144e+00,2.054394124421366641e+01
4.526131532883221098e+01,2.523270187400586728e+00,2.035392045623401103e+01
4.531132783195798908e+01,2.417951283093538795e+00,2.016135295524426851e+01
4.536134033508377428e+01,2.318316263703954050e+00,1.996653596375141149e+01
4.541135283820955237e+01,2.224089774927722196e+00,1.976975431090404811e+01
4.546136534133533758e+01,2.135004324632246764e+00,1.957128016558722550e+01
4.551137784446111567e+01,2.050800826178903691e+00,1.937137296358196537e+01
4.556139034758690087e+01,1.971229146584955849e+00,1.917027923761989427e+01
4.561140285071267897e+01,1.896048596290349053e+00,1.896823274234603929e+01
4.566141535383846417e+01,1.825028146950087304e+00,1.876545461380629476e+01
4.571142785696424227e+01,1.757946579666452402e+00,1.856215347419649930e+01
4.576144036009002747e+01,1.694592560663847225e+00,1.835852579379342231e+01
4.581145286321580556e+01,1.634764619366701366e+00,1.815475624069313199e+01
4.586146536634159077e+01,1.578271052470858304e+00,1.795101792640049965e+01
4.591147786946736886e+01,1.524929756760801336e+00,1.774747282758772116e+01
4.596149037259314696e+01,1.474567960883338635e+00,1.754427237979677656e+01
4.601150287571893216e+01,1.427022088561907376e+00,1.734155769619979637e+01
4.606151537884471026e+01,1.382137445711456802e+00,1.713946000107227263e+01
4.611152788197049546e+01,1.339767814288471914e+00,1.693810126436484964e+01
4.616154038509627355e+01,1.299775161476735885e+00,1.673759464468122360e+01
4.621155288822205875e+01,1.262029453981894589e+00,1.653804470866357690e+01
4.626156539134783685e+01,1.226408201302084056e+00,1.633954797130087755e+01
4.631157789447362205e+01,1.192796037233085693e+00,1.614219346672629385e+01
4.636159039759940015e+01,1.161084410844028803e+00,1.594606314348115461e+01
4.641160290072518535e+01,1.131171431750626288e+00,1.575123203429014751e+01
4.646161540385096345e+01,1.102961356438534546e+00,1.555776882906658010e+01
4.651162790697674865e+01,1.076364253275573057e+00,1.536573629932313700e+01
4.656164041010252674e+01,1.051295727197776309e+00,1.517519162123917020e+01
4.661165291322831195e+01,1.027676709449481418e+00,1.498618660319266205e+01
4.666166541635409004e+01,1.005433077759116278e+00,1.479876810632463879e+01
4.671167791947987524e+01,9.844953144821809721e-01,1.461297844444141525e+01
4.676169042260565334e+01,9.647983556104300362e-01,1.442885555332989789e+01
4.681170292573143143e+01,9.462813237632267116e-01,1.424643327886925448e+01
4.686171542885721664e+01,9.288872422906609971e-01,1.406574169660543916e+01
4.691172793198299473e+01,9.125627741383705027e-01,1.388680740499812138e+01
4.696174043510877993e+01,8.972581177648482065e-01,1.370965363863222386e+01
4.701175293823455803e+01,8.829267413948893584e-01,1.353430055800386533e+01
4.706176544136034323e+01,8.695251570864187540e-01,1.336076550143128294e+01
4.711177794448612133e+01,8.570127786465755459e-01,1.318906314101086963e+01
4.716179044761190653e+01,8.453517808121312482e-01,1.301920563692612909e+01
4.721180295073768463e+01,8.345069079260596379e-01,1.285120284964112081e+01
4.726181545386346983e+01,8.244452846371416177e-01,1.268506254782706932e+01
4.731182795698924792e+01,8.151363527257208252e-01,1.252079047768295261e+01
4.736184046011503312e+01,8.065517148342534748e-01,1.235839053810559207e+01
4.741185296324081122e+01,7.986649925753255275e-01,1.219786493885597167e+01
4.746186546636659642e+01,7.914517054719615308e-01,1.203921433300571842e+01
4.751187796949237452e+01,7.848892172780638221e-01,1.188243787783533989e+01
4.756189047261815972e+01,7.789566064731987538e-01,1.172753338449238925e+01
4.761190297574393782e+01,7.736345543479992148e-01,1.157449744234694577e+01
4.766191547886972302e+01,7.689052787666696975e-01,1.142332549226513194e+01
4.771192798199550111e+01,7.647524746127666306e-01,1.127401189725452468e+01
4.776194048512127921e+01,7.611612257514940305e-01,1.112655004826948968e+01
4.781195298824706441e+01,7.581179113165574801e-01,1.098093246951231094e+01
4.786196549137284251e+01,7.556101721110178859e-01,1.083715085660462485e+01
4.791197799449862771e+01,7.536268572487752060e-01,1.069519614360541482e+01
4.796199049762440580e+01,7.521579633864684533e-01,1.055505858010889675e+01
4.801200300075019101e+01,7.511945628721480306e-01,1.041672781471725351e+01
4.806201550387596910e+01,7.507287828288762288e-01,1.028019291984201899e+01
4.811202800700175430e+01,7.507537674888390411e-01,1.014544244306965837e+01
4.816204051012753240e+01,7.512636348843571010e-01,1.001246446751876817e+01
4.821205301325331760e+01,7.522534255137243164e-01,9.881246675598596596e+00
4.826206551637909570e+01,7.537190833394742384e-01,9.751776373207936999e+00
4.831207801950488090e+01,7.556574393687075508e-01,9.624040515352817238e+00
4.836209052263065900e+01,7.580661747093783154e-01,9.498025765500772266e+00
4.841210302575644420e+01,7.609437946504757910e-01,9.373718532457351316e+00
4.846211552888222229e+01,7.642896043410103424e-01,9.251105005920432944e+00
4.851212803200800749e+01,7.681037064879793208e-01,9.130171161099292831e+00
4.856214053513378559e+01,7.723869772348082030e-01,9.010902808192536639e+00
4.861215303825956369e+01,7.771410554733392262e-01,8.893285613787034194e+00
4.866216554138534889e+01,7.823683222631275802e-01,8.777305142077425515e+00
4.871217804451112698e+01,7.880718973341432898e-01,8.662946861955568068e+00
4.876219054763691219e+01,7.942556367840969411e-01,8.550196157151940923e+00
4.881220305076269028e+01,8.009241208851954896e-01,8.439038369632186232e+00
4.886221555388847548e+01,8.080826525766735546e-01,8.329458808773877010e+00
4.891222805701425358e+01,8.157372533025182282e-01,8.221442783006006394e+00
4.896224056014003878e+01,8.238946626577097199e-01,8.114975601806069250e+00
4.901225306326581688e+01,8.325623398293383604e-01,8.010042581285265584e+00
4.906226556639160208e+01,8.417484663891127150e-01,7.906629081849033902e+00
4.911227806951738017e+01,8.514619445532753961e-01,7.804720509028229003e+00
4.916229057264316538e+01,8.617124144622564375e-01,7.704302340367227053e+00
4.921230307576894347e+01,8.725102557875689113e-01,7.605360129079875797e+00
4.926231557889472867e+01,8.838665877318196973e-01,7.507879504049378205e+00
4.931232808202050677e+01,8.957932853591200617e-01,7.411846185868978587e+00
4.936234058514629197e+01,9.083029823978427952e-01,7.317246010511010645e+00
4.941235308827207007e+01,9.214090842511112323e-01,7.224064927643921052e+00
4.946236559139784816e+01,9.351258044392996016e-01,7.132289019500348104e+00
4.951237809452363337e+01,9.494681648334252211e-01,7.041904501037872244e+00
4.956239059764941146e+01,9.644519956551425022e-01,6.952897719939056920e+00
4.961240310077519666e+01,9.800939538002290119e-01,6.865255163962870277e+00
4.966241560390097476e+01,9.964115613686617134e-01,6.778963490078163012e+00
4.971242810702675996e+01,1.013423181547524754e+00,6.694009512695061836e+00
4.976244061015253806e+01,1.031148101536244255e+00,6.610380219472916430e+00
4.981245311327832326e+01,1.049606537804380846e+00,6.528062772807407654e+00
4.986246561640410135e+01,1.068819636091609793e+00,6.447044509830647030e+00
4.991247811952988656e+01,1.088809472173110748e+00,6.367312942599163250e+00
4.996249062265566465e+01,1.109599116511664763e+00,6.288855777832933924e+00
5.001250312578144985e+01,1.131212637935725907e+00,6.211660922423424047e+00
5.006251562890722795e+01,1.153675149124879118e+00,6.135716479743042129e+00
5.011252813203301315e+01,1.177012844304186734e+00,6.061010756038704095e+00
5.016254063515879125e+01,1.201252999244162734e+00,5.987532260431928322e+00
5.021255313828457645e+01,1.226423991648299072e+00,5.915269708022637296e+00
5.026256564141035454e+01,1.252555354226563500e+00,5.844212033360566494e+00
5.031257814453613975e+01,1.279677780934808551e+00,5.774348387643898128e+00
5.036259064766191784e+01,1.307823211005945563e+00,5.705668143316764862e+00
5.041260315078769594e+01,1.337024833253148692e+00,5.638160894490719777e+00
5.046261565391348114e+01,1.367317088670984893e+00,5.571816457233298436e+00
5.051262815703925924e+01,1.398735734815487186e+00,5.506624879212817625e+00
5.056264066016504444e+01,1.431317854845663984e+00,5.442576442054904540e+00
5.061265316329082253e+01,1.465101935444040659e+00,5.379661661785930526e+00
5.066266566641660773e+01,1.500127893193626827e+00,5.317871290612040447e+00
5.071267816954238583e+01,1.536437076978146576e+00,5.257196317139670505e+00
5.076269067266817103e+01,1.574072322594338713e+00,5.197627973166955684e+00
5.081270317579394913e+01,1.613077973063099746e+00,5.139157735962614382e+00
5.086271567891973433e+01,1.653499954406005390e+00,5.081777329020262357e+00
5.091272818204551243e+01,1.695385796952867841e+00,5.025478723209301002e+00
5.096274068517129763e+01,1.738784646972535208e+00,4.970254137881594758e+00
5.101275318829707572e+01,1.783747314786176430e+00,4.916096046870593206e+00
5.106276569142286093e+01,1.830326308169816452e+00,4.862997178358969386e+00
